AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,Id,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags
us-east-2b,0.0116,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0116 per On Demand Linux t2.micro Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.0116,0.0116,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-037929a54982e113l,NULL,instance,Compute,4460354,Amazon Elastic Compute Cloud,F9GPUA3E29X6GJVE,F9GPUA3E29X6GJVE.JRTCKXETXF.6YS6EN2CT7,79982682937,Voyager Horizon, SpokaneDesign
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/13/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4463869,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
ap-northeast-1,0.001916667,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.276 per GB-month of provisioned gp2 storage for Multi-AZ deployments running MariaDB,Usage-Based,9/3/2024,9/3/2024,NULL,NULL,NULL,NULL,NULL,0.006944444,GB-Months,0,0,0,"Amazon Web Services, Inc.",0.001916667,0.276,Standard,0.006944444,GB-Months,AWS,"Amazon Web Services, Inc.",ap-northeast-1,Asia Pacific (Tokyo),arn:ats:rls:ap-norteeast-1:561134494941:lf:api,NULL,NULL,Databases,4465770,Amazon Relational Database Service,N97Z8X7SMGNVXBNR,N97Z8X7SMGNVXBNR.JRTCKXETXF.6YS6EN2CT7,84445137922,Pioneer Nimbus,
us-west-2c,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 1250 Mbps per c7i-flex.2xlarge instance-hour (or partial hour),Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,0.1575,Hours,0,0,0,Amazon Web Services EMEA SARL,0,0,Standard,0.1575,Hours,AWS,Amazon Web Services EMEA SARL,us-west-2,US West (Oregon),i-06988a265ebb959b0,NULL,NULL,Storage,4474551,Amazon Elastic Compute Cloud,3CGF93T5YZUQ6VG3,3CGF93T5YZUQ6VG3.JRTCKXETXF.6YS6EN2CT7,77596568903,Apollo Voyager, SalemEngineering
us-west-2,0.342,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.342 per RDS db.m5.large Multi-AZ instance hour (or partial hour) running MySQL,Usage-Based,9/2/2024,9/2/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.342,0.342,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:540902283900:lf:terraborc-20180927162633774000000001,NULL,NULL,Databases,4481568,Amazon Relational Database Service,DYABU2ES8VWH2PKH,DYABU2ES8VWH2PKH.JRTCKXETXF.6YS6EN2CT7,58417724665,Zenith Pioneer, ShanghaiIT
us-west-2a,0.0116,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0116 per On Demand Linux t2.micro Instance Hour,Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0116,0.0116,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-06l9b65le0a8lf980,NULL,instance,Compute,4497530,Amazon Elastic Compute Cloud,N4D3MGNKSH7Q9KT3,N4D3MGNKSH7Q9KT3.JRTCKXETXF.6YS6EN2CT7,15196455530,Odyssey Voyager, MedinaEngineering
us-east-1b,0.20494452,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,0.602778,Hours,0,0,0,"Amazon Web Services, Inc.",0.20494452,0.34,Standard,0.602778,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0ff81e973l520eaa9,NULL,instance,Compute,4498553,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1a,0.904,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.904 per On Demand Linux m5d.4xlarge Instance Hour,Usage-Based,9/10/2024,9/10/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",0.904,0.904,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-06b479b19038al1ll,NULL,instance,Compute,4500833,Amazon Elastic Compute Cloud,WF68Q2FH2F5QR8Q3,WF68Q2FH2F5QR8Q3.JRTCKXETXF.6YS6EN2CT7,17370686428,Orion Apollo, RomeFinance
us-east-1,0.000089736,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,Storage charges with Redshift managed storage,Usage-Based,9/9/2024,9/9/2024,NULL,NULL,NULL,NULL,NULL,0.003739,GB-Months,0,0,0,"Amazon Web Services, Inc.",0.000089736,0.024,Standard,0.003739,GB-Months,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:ats:relseibt-servermess:us-east-1:564704738649:nacespale/894e186b-bl38-4523-fa0b-237a29b9b8l1,NULL,NULL,Analytics,4503178,Amazon Redshift,4D22YRE9BB4PNBSA,4D22YRE9BB4PNBSA.JRTCKXETXF.6YS6EN2CT7,68974153460,Voyager Zenith,
us-east-1a,0.13873904,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,0.408056,Hours,0,0,0,"Amazon Web Services, Inc.",0.13873904,0.34,Standard,0.408056,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-086l5742b5la9a187,NULL,instance,Compute,4525909,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.031944444,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.23 per GB-month of provisioned gp2 storage for Multi-AZ deployments running MariaDB,Usage-Based,9/21/2024,9/21/2024,NULL,NULL,NULL,NULL,NULL,0.138888889,GB-Months,0,0,0,"Amazon Web Services, Inc.",0.031944444,0.23,Standard,0.138888889,GB-Months,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:961082193871:lf:mb-ilentitl,NULL,NULL,Databases,4561890,Amazon Relational Database Service,V8CCV9N9VDGGQCVW,V8CCV9N9VDGGQCVW.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, SiouxArchitecture
eu-central-1c,0.048,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.048 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.048,0.048,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-040811afe9a0l8247,NULL,instance,Compute,4579741,Amazon Elastic Compute Cloud,RP7JF6K2NBW9Y4SJ,RP7JF6K2NBW9Y4SJ.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, DarwinAI
us-west-2,0.00065,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00065 per hour for units of write capacity beyond the free tier,Usage-Based,9/9/2024,9/9/2024,NULL,NULL,NULL,NULL,NULL,1,WriteCapacityUnit-Hours,0,0,0,"Amazon Web Services, Inc.",0.00065,0.00065,Standard,1,WriteCapacityUnit-Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:llnacolf:us-test-2:740815793202:tafme/lislount_rates,NULL,NULL,Databases,4595566,Amazon DynamoDB,YSHGCBPMUVPMDF79,YSHGCBPMUVPMDF79.JRTCKXETXF.E63J5HTPNN,85742851457,Orion Odyssey,
us-east-2a,0.0116,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0116 per On Demand Linux t2.micro Instance Hour,Usage-Based,9/7/2024,9/7/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.0116,0.0116,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-0lff976aelf778l42,NULL,instance,Compute,4602011,Amazon Elastic Compute Cloud,F9GPUA3E29X6GJVE,F9GPUA3E29X6GJVE.JRTCKXETXF.6YS6EN2CT7,60626892153,Horizon Odyssey, DamascusEngineering
us-east-1a,0.31128904,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,0.915556,Hours,0,0,0,"Amazon Web Services, Inc.",0.31128904,0.34,Standard,0.915556,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-00f45fa4al85eee5a,NULL,instance,Compute,4645660,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/5/2024,9/5/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4652319,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/5/2024,9/5/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4703592,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0b996117ba50l92eb,NULL,instance,Compute,4721699,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1b,0.32819452,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,0.965278,Hours,0,0,0,"Amazon Web Services, Inc.",0.32819452,0.34,Standard,0.965278,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l93el0le88a7la27,NULL,instance,Compute,4722698,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1c,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/11/2024,9/11/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l2al7e74leea6l81,NULL,instance,Compute,4753724,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4764344,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-2a,0.0416,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0416 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.0416,0.0416,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-0a9l6410f855l5be1,NULL,instance,Compute,4764961,Amazon Elastic Compute Cloud,YR3MEJZD3USM8NC3,YR3MEJZD3USM8NC3.JRTCKXETXF.6YS6EN2CT7,79982682937,Voyager Horizon, TunisArchitecture
us-east-1d,0.24073904,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/29/2024,9/29/2024,NULL,NULL,NULL,NULL,NULL,0.708056,Hours,0,0,0,"Amazon Web Services, Inc.",0.24073904,0.34,Standard,0.708056,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0b21l30a490066al3,NULL,instance,Compute,4765075,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
eu-central-1b,0.02917201,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0432 per On Demand Linux t3a.medium Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,0.675278,Hours,0,0,0,"Amazon Web Services, Inc.",0.02917201,0.0432,Standard,0.675278,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-0e4e0l1alb5941769,NULL,instance,Compute,4770798,Amazon Elastic Compute Cloud,FCTDXPA9FM2E8Y98,FCTDXPA9FM2E8Y98.JRTCKXETXF.6YS6EN2CT7,65226353821,Nimbus Apollo, TampaProcurement
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4772060,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,0.68,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.68 per On Demand Linux c5.4xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",0.68,0.68,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-01306lef2f6l108e1,NULL,instance,Compute,4781511,Amazon Elastic Compute Cloud,QW4FHUGEZYB74TW8,QW4FHUGEZYB74TW8.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1d,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/15/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-09l6f439f8540119l,NULL,instance,Compute,4781730,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/29/2024,9/29/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4783441,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1d,0.06176678,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/22/2024,9/22/2024,NULL,NULL,NULL,NULL,NULL,0.181667,Hours,0,0,0,"Amazon Web Services, Inc.",0.06176678,0.34,Standard,0.181667,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0f9559a737l3e5lb9,NULL,instance,Compute,4789441,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
eu-north-1c,0.204,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.204 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.204,0.204,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-north-1,EU (Stockholm),i-05bl93ee34lbae39l,NULL,instance,Compute,4789709,Amazon Elastic Compute Cloud,AN7RUVM6BV9RAMPJ,AN7RUVM6BV9RAMPJ.JRTCKXETXF.6YS6EN2CT7,55441562023,Horizon Apollo, DohaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,4804554,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2,0.342,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.342 per RDS db.m5.large Multi-AZ instance hour (or partial hour) running MySQL,Usage-Based,9/21/2024,9/21/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.342,0.342,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:961082193871:lf:terraborc-0026l1aa48172l4503227l08f3,NULL,NULL,Databases,4811866,Amazon Relational Database Service,DYABU2ES8VWH2PKH,DYABU2ES8VWH2PKH.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, NaplesAI
us-west-2,0.063888889,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.23 per GB-month of provisioned gp2 storage for Multi-AZ deployments running MySQL,Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,0.277777778,GB-Months,0,0,0,"Amazon Web Services, Inc.",0.063888889,0.23,Standard,0.277777778,GB-Months,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:961082193871:lf:terraborc-20180918211143281500000001,NULL,NULL,Databases,4816351,Amazon Relational Database Service,Q9EAN7M3CQR9PV9M,Q9EAN7M3CQR9PV9M.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, BangkokAI
us-east-1c,0.71946654,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.14 per On Demand Linux g3.4xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,0.631111,Hours,1,1,1,"Amazon Web Services, Inc.",0.71946654,1.14,Standard,0.631111,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0b60e480f6ab0la82,NULL,instance,Compute,4821483,Amazon Elastic Compute Cloud,SQ37ZQ2CZ2H95VDC,SQ37ZQ2CZ2H95VDC.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.005325,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.000025 per state transition,Usage-Based,9/5/2024,9/5/2024,NULL,NULL,NULL,NULL,NULL,213,StateTransitions,0,0,0,"Amazon Web Services, Inc.",0.005325,0.000025,Standard,213,StateTransitions,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:states:us-test-2:365499461711:stateMaleine:CKS-prol1,NULL,NULL,Compute,4827351,AWS Step Functions,XMHKSF96BVDUEV9U,XMHKSF96BVDUEV9U.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, ColumbusEngineering
us-west-2b,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 480 Mbps per m5.large instance-hour (or partial hour),Usage-Based,9/13/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-06880lelaf9lb2l42,NULL,NULL,Storage,4831433,Amazon Elastic Compute Cloud,CV5S3QJ2UJAGVWG7,CV5S3QJ2UJAGVWG7.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, SalemDesign
us-east-1a,0.023,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.023 per On Demand Linux t2.small Instance Hour,Usage-Based,9/22/2024,9/22/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.023,0.023,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l750el1636789f6b,NULL,instance,Compute,4837549,Amazon Elastic Compute Cloud,VA8Q43DVPX4YV6NG,VA8Q43DVPX4YV6NG.JRTCKXETXF.6YS6EN2CT7,93042372971,Voyager Odyssey, RaleighFinance
us-east-1d,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-01b87f8f5245673e8,NULL,instance,Compute,4851057,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1a,0.940115736,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,0.578889,Hours,1,2,1,"Amazon Web Services, Inc.",0.940115736,1.624,Standard,0.578889,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l4lll050464ba553,NULL,instance,Compute,4861455,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1c,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0423la6e80l75fa37,NULL,instance,Compute,4868752,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
